value,property,files
Quibdo,ls_name,ne_10m_populated_places_simple.geojson
El Banco,name,ne_10m_populated_places_simple.geojson
El Banco,nameascii,ne_10m_populated_places_simple.geojson
Magdalena,adm1name,ne_10m_populated_places_simple.geojson
El Banco,ls_name,ne_10m_populated_places_simple.geojson
Cienaga,name,ne_10m_populated_places_simple.geojson
Cienaga,nameascii,ne_10m_populated_places_simple.geojson
Cienaga,ls_name,ne_10m_populated_places_simple.geojson
Sincelejo,name,ne_10m_populated_places_simple.geojson
Sincelejo,nameascii,ne_10m_populated_places_simple.geojson
Sincelejo,ls_name,ne_10m_populated_places_simple.geojson
Tolu,name,ne_10m_populated_places_simple.geojson;ne_10m_ports.geojson
Tolu,nameascii,ne_10m_populated_places_simple.geojson
Tolu,ls_name,ne_10m_populated_places_simple.geojson
Arauca,nameascii,ne_10m_populated_places_simple.geojson
Arauca,adm1name,ne_10m_populated_places_simple.geojson
Arauca,ls_name,ne_10m_populated_places_simple.geojson
Tame,name,ne_10m_populated_places_simple.geojson
Tame,nameascii,ne_10m_populated_places_simple.geojson
Tame,ls_name,ne_10m_populated_places_simple.geojson
Pamplona,name,ne_10m_populated_places_simple.geojson
Pamplona,nameascii,ne_10m_populated_places_simple.geojson
Norte de Santander,adm1name,ne_10m_populated_places_simple.geojson
Pamplona1,ls_name,ne_10m_populated_places_simple.geojson
Ocana,name,ne_10m_populated_places_simple.geojson
Ocana,nameascii,ne_10m_populated_places_simple.geojson
Ocana,ls_name,ne_10m_populated_places_simple.geojson
Orocue,name,ne_10m_populated_places_simple.geojson
Orocue,nameascii,ne_10m_populated_places_simple.geojson
Orocue,ls_name,ne_10m_populated_places_simple.geojson
Obando,name,ne_10m_populated_places_simple.geojson
Puerto Inirida,namealt,ne_10m_populated_places_simple.geojson
Obando,nameascii,ne_10m_populated_places_simple.geojson
Guainía,adm1name,ne_10m_populated_places_simple.geojson
Obando,ls_name,ne_10m_populated_places_simple.geojson
San Martin2,ls_name,ne_10m_populated_places_simple.geojson
Puerto Carreno,name,ne_10m_populated_places_simple.geojson
Puerto Carreno,nameascii,ne_10m_populated_places_simple.geojson
Vichada,adm1name,ne_10m_populated_places_simple.geojson
Puerto Carreno,ls_name,ne_10m_populated_places_simple.geojson
Artemisa,nameascii,ne_10m_populated_places_simple.geojson
Artemisa,ls_name,ne_10m_populated_places_simple.geojson
Matanzas,nameascii,ne_10m_populated_places_simple.geojson
Matanzas,adm1name,ne_10m_populated_places_simple.geojson
Matanzas,ls_name,ne_10m_populated_places_simple.geojson
Colon,name,ne_10m_populated_places_simple.geojson;ne_10m_ports.geojson
Colon,nameascii,ne_10m_populated_places_simple.geojson
Colon2,ls_name,ne_10m_populated_places_simple.geojson
Sagua la Grande,name,ne_10m_populated_places_simple.geojson
Sagua la Grande,nameascii,ne_10m_populated_places_simple.geojson
Sagua la Grande,ls_name,ne_10m_populated_places_simple.geojson
Fort-de-France,name,ne_10m_populated_places_simple.geojson;ne_10m_ports.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Fort-de-France,nameascii,ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Martinique,adm1name,ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Fort-de-France,ls_name,ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Zongo,name,ne_10m_populated_places_simple.geojson
Zongo,nameascii,ne_10m_populated_places_simple.geojson
Équateur,adm1name,ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Zongo,ls_name,ne_10m_populated_places_simple.geojson
Libenge,name,ne_10m_populated_places_simple.geojson
Libenge,nameascii,ne_10m_populated_places_simple.geojson
Libenge,ls_name,ne_10m_populated_places_simple.geojson
Bongandanga,name,ne_10m_populated_places_simple.geojson
Bongandanga,nameascii,ne_10m_populated_places_simple.geojson
Bongandanga,ls_name,ne_10m_populated_places_simple.geojson
Ikela,name,ne_10m_populated_places_simple.geojson
Ikela,nameascii,ne_10m_populated_places_simple.geojson
Ikela,ls_name,ne_10m_populated_places_simple.geojson
Binga,name,ne_10m_populated_places_simple.geojson
Binga,nameascii,ne_10m_populated_places_simple.geojson
Binga,ls_name,ne_10m_populated_places_simple.geojson
Basankusu,name,ne_10m_populated_places_simple.geojson
Basankusu,nameascii,ne_10m_populated_places_simple.geojson
Basankusu,ls_name,ne_10m_populated_places_simple.geojson
Boende,name,ne_10m_populated_places_simple.geojson
Boende,nameascii,ne_10m_populated_places_simple.geojson
Boende,ls_name,ne_10m_populated_places_simple.geojson
Gbadolite,name,ne_10m_populated_places_simple.geojson
Gbadolite,nameascii,ne_10m_populated_places_simple.geojson
Gbadolite,ls_name,ne_10m_populated_places_simple.geojson
Businga,name,ne_10m_populated_places_simple.geojson
Businga,nameascii,ne_10m_populated_places_simple.geojson
Businga,ls_name,ne_10m_populated_places_simple.geojson
Bosobolo,name,ne_10m_populated_places_simple.geojson
Bosobolo,nameascii,ne_10m_populated_places_simple.geojson
Bosobolo,ls_name,ne_10m_populated_places_simple.geojson
Zouar,name,ne_10m_populated_places_simple.geojson
Zouar,nameascii,ne_10m_populated_places_simple.geojson
Bet,adm1name,ne_10m_populated_places_simple.geojson
Zouar,ls_name,ne_10m_populated_places_simple.geojson
Bol,name,ne_10m_populated_places_simple.geojson
Bol,nameascii,ne_10m_populated_places_simple.geojson
Lac,adm1name,ne_10m_populated_places_simple.geojson
Bol,ls_name,ne_10m_populated_places_simple.geojson
Calatrava,name,ne_10m_populated_places_simple.geojson
Calatrava,nameascii,ne_10m_populated_places_simple.geojson
Litoral,adm1name,ne_10m_populated_places_simple.geojson
Calatrava,ls_name,ne_10m_populated_places_simple.geojson
Mongomo,name,ne_10m_populated_places_simple.geojson
Mongomo,nameascii,ne_10m_populated_places_simple.geojson
Wele-Nzás,adm1name,ne_10m_populated_places_simple.geojson
Mongomo,ls_name,ne_10m_populated_places_simple.geojson
Ati,name,ne_10m_populated_places_simple.geojson
Ati,nameascii,ne_10m_populated_places_simple.geojson
Batha,adm1name,ne_10m_populated_places_simple.geojson
Ati,ls_name,ne_10m_populated_places_simple.geojson
Oum Hadjer,name,ne_10m_populated_places_simple.geojson
Oum Hadjer,nameascii,ne_10m_populated_places_simple.geojson
Oum Hadjer,ls_name,ne_10m_populated_places_simple.geojson
Mongo,name,ne_10m_populated_places_simple.geojson
Mongo,nameascii,ne_10m_populated_places_simple.geojson
Guéra,adm1name,ne_10m_populated_places_simple.geojson
Mongo,ls_name,ne_10m_populated_places_simple.geojson
Doba,name,ne_10m_populated_places_simple.geojson
Doba,nameascii,ne_10m_populated_places_simple.geojson
Logone Oriental,adm1name,ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Doba,ls_name,ne_10m_populated_places_simple.geojson
Pala,name,ne_10m_populated_places_simple.geojson
Pala,nameascii,ne_10m_populated_places_simple.geojson
Mayo-Kebbi Est,adm1name,ne_10m_populated_places_simple.geojson
Pala,ls_name,ne_10m_populated_places_simple.geojson
Bongor,name,ne_10m_populated_places_simple.geojson
Bongor,nameascii,ne_10m_populated_places_simple.geojson
Bongor,ls_name,ne_10m_populated_places_simple.geojson
Kelo,name,ne_10m_populated_places_simple.geojson
Kelo,nameascii,ne_10m_populated_places_simple.geojson
Kelo,ls_name,ne_10m_populated_places_simple.geojson
Dubrovnik,name,ne_10m_populated_places_simple.geojson;ne_10m_ports.geojson
Dubrovnik,nameascii,ne_10m_populated_places_simple.geojson
Dubrovacko-Neretvanska,adm1name,ne_10m_populated_places_simple.geojson
Dubrovnik,ls_name,ne_10m_populated_places_simple.geojson
Split,name,ne_10m_populated_places_simple.geojson;ne_10m_ports.geojson
Split,nameascii,ne_10m_populated_places_simple.geojson
Splitsko-Dalmatinska,adm1name,ne_10m_populated_places_simple.geojson
Split,ls_name,ne_10m_populated_places_simple.geojson
Zadar,name,ne_10m_populated_places_simple.geojson;ne_10m_ports.geojson
Zadar,nameascii,ne_10m_populated_places_simple.geojson
Zadarska,adm1name,ne_10m_populated_places_simple.geojson
Zadar,ls_name,ne_10m_populated_places_simple.geojson
Tanta,name,ne_10m_populated_places_simple.geojson
Tanta,nameascii,ne_10m_populated_places_simple.geojson
Al Gharbiyah,adm1name,ne_10m_populated_places_simple.geojson
Tanta,ls_name,ne_10m_populated_places_simple.geojson
Ismailia,name,ne_10m_populated_places_simple.geojson
Ismailia,nameascii,ne_10m_populated_places_simple.geojson
Al Isma`iliyah,adm1name,ne_10m_populated_places_simple.geojson
Ismailia,ls_name,ne_10m_populated_places_simple.geojson
El Mansura,name,ne_10m_populated_places_simple.geojson
El Mansura,nameascii,ne_10m_populated_places_simple.geojson
Ad Daqahliyah,adm1name,ne_10m_populated_places_simple.geojson
El Mansura,ls_name,ne_10m_populated_places_simple.geojson
Dumyat,nameascii,ne_10m_populated_places_simple.geojson
Dumyat,adm1name,ne_10m_populated_places_simple.geojson
Dumyat,ls_name,ne_10m_populated_places_simple.geojson
Marsa Matruh,namealt,ne_10m_populated_places_simple.geojson
Matruh,nameascii,ne_10m_populated_places_simple.geojson
Matruh,adm1name,ne_10m_populated_places_simple.geojson
Matruh,ls_name,ne_10m_populated_places_simple.geojson
El Alamein,name,ne_10m_populated_places_simple.geojson
El Alamein,nameascii,ne_10m_populated_places_simple.geojson
El Alamein,ls_name,ne_10m_populated_places_simple.geojson
El Daba,name,ne_10m_populated_places_simple.geojson
El Daba,nameascii,ne_10m_populated_places_simple.geojson
El Daba,ls_name,ne_10m_populated_places_simple.geojson
Salum,name,ne_10m_populated_places_simple.geojson
Salum,nameascii,ne_10m_populated_places_simple.geojson
Salum,ls_name,ne_10m_populated_places_simple.geojson
Damanhûr,name,ne_10m_populated_places_simple.geojson
Damanhur,namealt,ne_10m_populated_places_simple.geojson
Damanhur,nameascii,ne_10m_populated_places_simple.geojson
Al Buhayrah,adm1name,ne_10m_populated_places_simple.geojson
DamanhÌÈr,ls_name,ne_10m_populated_places_simple.geojson
Samalut,name,ne_10m_populated_places_simple.geojson
Samalut,nameascii,ne_10m_populated_places_simple.geojson
Al Minya,adm1name,ne_10m_populated_places_simple.geojson
Samalut,ls_name,ne_10m_populated_places_simple.geojson
Mallawi,name,ne_10m_populated_places_simple.geojson
Mallawi,nameascii,ne_10m_populated_places_simple.geojson
Mallawi,ls_name,ne_10m_populated_places_simple.geojson
Beni Mazar,name,ne_10m_populated_places_simple.geojson
Beni Mazar,nameascii,ne_10m_populated_places_simple.geojson
Beni Mazar,ls_name,ne_10m_populated_places_simple.geojson
Beni Suef,name,ne_10m_populated_places_simple.geojson
Beni Suef,nameascii,ne_10m_populated_places_simple.geojson
Bani Suwayf,adm1name,ne_10m_populated_places_simple.geojson
Beni Suef,ls_name,ne_10m_populated_places_simple.geojson
Rashid,name,ne_10m_populated_places_simple.geojson
Rosetta,namepar,ne_10m_populated_places_simple.geojson
Rashid,nameascii,ne_10m_populated_places_simple.geojson
Rashid,ls_name,ne_10m_populated_places_simple.geojson
Qasr Farafra,name,ne_10m_populated_places_simple.geojson
Qasr Farafra,nameascii,ne_10m_populated_places_simple.geojson
Al Wadi at Jadid,adm1name,ne_10m_populated_places_simple.geojson
Qasr Farafra,ls_name,ne_10m_populated_places_simple.geojson
El Qasr,name,ne_10m_populated_places_simple.geojson
El Qasr,nameascii,ne_10m_populated_places_simple.geojson
El Qasr,ls_name,ne_10m_populated_places_simple.geojson
Isna,name,ne_10m_populated_places_simple.geojson
Isna,nameascii,ne_10m_populated_places_simple.geojson
Qina,adm1name,ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Isna,ls_name,ne_10m_populated_places_simple.geojson
Qena,name,ne_10m_populated_places_simple.geojson
Qena,nameascii,ne_10m_populated_places_simple.geojson
Qena,ls_name,ne_10m_populated_places_simple.geojson
Girga,name,ne_10m_populated_places_simple.geojson
Girga,nameascii,ne_10m_populated_places_simple.geojson
Suhaj,adm1name,ne_10m_populated_places_simple.geojson
Girga,ls_name,ne_10m_populated_places_simple.geojson
Sohag,name,ne_10m_populated_places_simple.geojson
Sohag,nameascii,ne_10m_populated_places_simple.geojson
Sohag,ls_name,ne_10m_populated_places_simple.geojson
Berenice,name,ne_10m_populated_places_simple.geojson
Medinet-el Haras,namepar,ne_10m_populated_places_simple.geojson
Berenice,nameascii,ne_10m_populated_places_simple.geojson
Al Bahr al Ahmar,adm1name,ne_10m_populated_places_simple.geojson
Berenice,ls_name,ne_10m_populated_places_simple.geojson
Bur Safaga,name,ne_10m_populated_places_simple.geojson
Bur Safaga,nameascii,ne_10m_populated_places_simple.geojson
Bur Safaga,ls_name,ne_10m_populated_places_simple.geojson
El Tur,name,ne_10m_populated_places_simple.geojson
El Tur,nameascii,ne_10m_populated_places_simple.geojson
Janub Sina',adm1name,ne_10m_populated_places_simple.geojson
El Tur,ls_name,ne_10m_populated_places_simple.geojson
El Arish,name,ne_10m_populated_places_simple.geojson
El'Arish,namealt,ne_10m_populated_places_simple.geojson
El Arish,nameascii,ne_10m_populated_places_simple.geojson
Shamal Sina',adm1name,ne_10m_populated_places_simple.geojson
El Arish,ls_name,ne_10m_populated_places_simple.geojson
Yangambi,name,ne_10m_populated_places_simple.geojson
Yangambi,nameascii,ne_10m_populated_places_simple.geojson
Orientale,adm1name,ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Yangambi,ls_name,ne_10m_populated_places_simple.geojson
Aketi,name,ne_10m_populated_places_simple.geojson
Aketi,nameascii,ne_10m_populated_places_simple.geojson
Aketi,ls_name,ne_10m_populated_places_simple.geojson
Mongbwalu,name,ne_10m_populated_places_simple.geojson
Mongbwalu,nameascii,ne_10m_populated_places_simple.geojson
Mongbwalu,ls_name,ne_10m_populated_places_simple.geojson
Bafwasende,name,ne_10m_populated_places_simple.geojson
Bafwasende,nameascii,ne_10m_populated_places_simple.geojson
Bafwasende,ls_name,ne_10m_populated_places_simple.geojson
Bunia,name,ne_10m_populated_places_simple.geojson
Bunia,nameascii,ne_10m_populated_places_simple.geojson
Bunia,ls_name,ne_10m_populated_places_simple.geojson
Wamba,name,ne_10m_populated_places_simple.geojson
Wamba,nameascii,ne_10m_populated_places_simple.geojson
Wamba,ls_name,ne_10m_populated_places_simple.geojson
Basoko,name,ne_10m_populated_places_simple.geojson
Basoko,nameascii,ne_10m_populated_places_simple.geojson
Basoko,ls_name,ne_10m_populated_places_simple.geojson
Tessenei,name,ne_10m_populated_places_simple.geojson
Tessenei,nameascii,ne_10m_populated_places_simple.geojson
Eritrea,sov0name,ne_10m_populated_places_simple.geojson;ne_110m_populated_places.geojson;ne_110m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Eritrea,adm0name,ne_10m_populated_places_simple.geojson;ne_110m_populated_places.geojson;ne_110m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Gash Barka,adm1name,ne_10m_populated_places_simple.geojson
Tessenei,ls_name,ne_10m_populated_places_simple.geojson
Agordat,name,ne_10m_populated_places_simple.geojson
Agordat,nameascii,ne_10m_populated_places_simple.geojson
Agordat,ls_name,ne_10m_populated_places_simple.geojson
Massawa,name,ne_10m_populated_places_simple.geojson;ne_10m_ports.geojson
Massawa,nameascii,ne_10m_populated_places_simple.geojson
Debub,adm1name,ne_10m_populated_places_simple.geojson
Massawa,ls_name,ne_10m_populated_places_simple.geojson
Keren,name,ne_10m_populated_places_simple.geojson
Keren,nameascii,ne_10m_populated_places_simple.geojson
Semenawi Keyih Bahri,adm1name,ne_10m_populated_places_simple.geojson
Keren,ls_name,ne_10m_populated_places_simple.geojson
Mendefera,name,ne_10m_populated_places_simple.geojson
Adi Ugri,namepar,ne_10m_populated_places_simple.geojson
Adi Ugri,nameascii,ne_10m_populated_places_simple.geojson
Maekel,adm1name,ne_10m_populated_places_simple.geojson
Adi Ugri,ls_name,ne_10m_populated_places_simple.geojson
Ali Sabih,name,ne_10m_populated_places_simple.geojson
Ali Sabieh,namealt,ne_10m_populated_places_simple.geojson
Ali Sabih,nameascii,ne_10m_populated_places_simple.geojson
Ali Sabieh,adm1name,ne_10m_populated_places_simple.geojson
Ali Sabih,ls_name,ne_10m_populated_places_simple.geojson
Obock,nameascii,ne_10m_populated_places_simple.geojson
Obock,adm1name,ne_10m_populated_places_simple.geojson
Obock,ls_name,ne_10m_populated_places_simple.geojson
Bonn,name,ne_10m_populated_places_simple.geojson
Bonn,nameascii,ne_10m_populated_places_simple.geojson
Bonn,ls_name,ne_10m_populated_places_simple.geojson
Münster,name,ne_10m_populated_places_simple.geojson
Munster,nameascii,ne_10m_populated_places_simple.geojson
MÌùnster,ls_name,ne_10m_populated_places_simple.geojson
Düsseldorf,name,ne_10m_populated_places_simple.geojson
Dusseldorf,nameascii,ne_10m_populated_places_simple.geojson
DÌùsseldorf,ls_name,ne_10m_populated_places_simple.geojson
Ulm,name,ne_10m_populated_places_simple.geojson
Ulm,nameascii,ne_10m_populated_places_simple.geojson
Ulm,ls_name,ne_10m_populated_places_simple.geojson
Mannheim,name,ne_10m_populated_places_simple.geojson
Mannheim,nameascii,ne_10m_populated_places_simple.geojson
